email_id,hour,weekday,country,purchases,paragraphs,is_personal,response
799120,14,6,ES,2,2,1,received
38807,1,4,ES,4,4,1,received
382274,11,4,US,9,4,1,opened
497032,5,7,US,0,4,0,received
908504,7,2,FR,5,2,0,received
406976,14,7,US,3,4,0,received
700943,9,7,US,1,4,0,received
386658,12,4,ES,3,2,1,received
488818,7,1,US,0,4,1,received
693778,14,2,US,8,4,1,received
567837,9,1,US,10,4,0,received
886236,12,5,UK,5,2,1,received
871652,11,6,US,2,4,1,opened
413827,7,1,US,15,2,1,received
756525,4,2,US,3,2,1,clicked
989957,12,5,US,3,4,1,opened
411853,7,2,US,1,2,0,received
776550,11,1,UK,0,2,0,received
128008,3,2,US,3,2,0,received
17589,15,4,US,0,4,0,received
218335,9,3,US,3,2,0,received
650490,12,5,US,1,2,1,received
894793,4,1,US,4,2,1,received
665133,19,2,US,0,4,1,received
528542,11,1,US,4,4,1,received
952366,7,7,US,5,2,0,received
132300,8,1,US,7,2,0,clicked
703195,13,2,FR,4,4,1,received
586228,11,1,UK,4,2,1,received
373577,3,3,FR,1,2,1,received
104865,13,3,US,3,4,1,received
712440,10,5,US,4,4,0,received
446097,11,1,ES,1,2,0,received
113564,3,1,US,10,4,1,received
196955,10,7,ES,1,2,1,received
80337,10,1,US,12,2,0,received
6181,16,7,UK,0,4,1,received
489207,11,4,US,0,2,1,opened
616832,7,2,UK,4,2,0,received
330072,10,7,US,2,4,0,received
316532,5,7,UK,11,4,0,received
10992,13,4,US,4,4,1,received
24219,9,5,US,7,2,0,received
422519,6,4,UK,1,2,0,received
830003,2,1,US,0,2,1,received
45810,13,2,UK,1,2,1,received
295102,7,4,FR,4,4,1,received
822026,7,2,US,3,2,0,received
928442,15,6,US,2,2,0,received
474151,21,6,US,1,2,0,received
632628,7,4,UK,6,2,1,received
451429,6,7,US,1,2,1,opened
249385,2,2,FR,1,2,1,received
618744,5,5,US,12,2,0,clicked
114364,5,5,US,8,4,0,received
868914,2,7,ES,2,4,0,received
511972,3,6,US,10,4,0,received
393250,6,7,FR,3,4,0,received
464208,1,7,UK,1,4,0,received
213955,15,4,US,10,2,1,received
659545,18,4,US,2,4,1,received
165735,8,1,US,0,2,1,received
888620,12,6,US,5,2,0,received
946341,3,4,US,2,4,0,received
171544,7,7,UK,7,4,0,opened
616517,4,6,US,15,4,1,received
592190,2,6,ES,0,4,0,received
326387,7,4,UK,2,4,0,received
690245,14,3,US,1,4,1,received
932128,5,7,US,1,2,0,received
282211,12,1,ES,0,4,1,received
424999,12,4,FR,2,2,1,received
548205,7,1,US,4,2,0,received
273521,11,2,US,2,4,0,received
563094,5,7,US,3,4,0,received
17019,8,4,US,1,4,1,received
502080,5,5,UK,4,2,0,received
714881,6,7,US,5,2,1,received
813088,1,3,US,9,2,1,received
489239,8,2,US,12,4,1,received
535662,5,1,UK,0,4,0,received
791502,11,2,US,7,2,0,opened
347115,9,2,FR,13,4,1,received
950037,5,3,US,1,2,0,received
330478,15,5,US,4,2,0,received
980153,10,7,US,1,2,0,received
481768,15,1,UK,1,4,1,opened
60248,12,5,US,5,4,1,received
327854,5,5,FR,2,2,0,received
573116,8,7,US,1,2,1,received
764644,10,1,ES,4,2,1,received
326380,2,7,FR,6,2,0,received
207776,9,3,FR,7,2,0,opened
659381,6,1,US,2,4,0,received
740866,14,1,ES,1,2,0,received
191560,10,5,FR,4,2,1,received
365617,6,3,UK,3,4,1,opened
963449,7,6,US,13,4,0,received
664566,5,2,FR,2,2,0,received
669805,10,7,US,3,2,0,received
448023,16,7,UK,2,4,1,received
585492,8,3,US,5,4,1,received
247859,12,5,US,0,4,1,received
963445,8,2,US,2,4,0,received
686058,7,6,US,5,4,1,received
499348,6,4,US,2,2,0,received
473263,13,4,US,6,2,0,received
934446,8,4,US,1,2,1,received
529701,9,7,US,4,4,0,received
630704,7,2,US,6,4,1,received
714235,10,5,US,3,2,1,received
192353,9,7,UK,2,2,0,received
481330,4,4,UK,4,2,1,clicked
68149,19,4,UK,5,4,0,received
6966,4,3,US,7,2,1,received
949659,14,3,FR,2,4,0,received
895721,9,2,UK,3,4,0,received
448244,9,3,US,3,4,1,received
539437,13,6,US,2,2,1,received
743774,8,7,US,2,2,0,received
635586,2,1,UK,1,2,0,received
740806,1,7,US,1,4,1,received
209251,10,4,US,4,4,0,opened
720488,2,3,US,2,2,1,received
576956,6,7,FR,4,2,0,received
759137,18,7,US,4,2,0,received
660243,4,5,US,1,2,1,received
333438,17,6,US,2,4,1,opened
383552,8,3,US,0,4,0,received
708884,8,1,US,2,4,0,received
357806,8,5,US,0,2,0,received
714693,12,2,US,0,4,1,opened
423715,1,3,UK,1,4,1,received
380562,6,1,US,4,4,1,opened
286333,13,5,ES,0,4,0,received
936267,2,1,UK,3,4,1,received
590233,4,7,FR,0,2,1,received
516084,9,3,US,2,4,0,received
942381,7,3,US,5,4,1,received
305120,12,7,US,0,2,0,received
81843,9,5,US,2,4,1,received
850791,11,1,ES,1,4,0,received
127468,20,7,US,6,4,0,received
829849,16,4,UK,3,4,0,opened
368951,4,4,ES,4,2,1,received
569035,12,2,UK,2,2,1,received
841028,10,6,US,2,4,0,received
981211,6,4,FR,3,2,0,received
91124,11,3,UK,1,2,0,received
34604,13,1,US,5,2,1,received
853376,8,4,US,7,4,0,received
288417,5,6,US,11,4,1,received
276754,8,2,UK,3,2,0,received
602795,6,4,ES,1,2,0,received
415302,10,6,US,4,2,0,received
342877,5,1,US,3,2,1,received
890719,11,3,US,4,4,1,received
761522,11,6,US,4,4,0,received
336091,9,7,UK,2,2,0,received
419765,5,2,ES,4,2,0,received
270731,8,2,FR,3,2,1,received
370891,10,5,US,0,4,1,received
173706,3,6,US,3,4,0,received
806811,8,5,US,3,2,1,received
790513,11,3,FR,19,4,1,clicked
702236,9,2,US,12,2,1,received
794925,8,4,US,2,2,1,received
912145,2,2,US,3,2,1,received
244692,13,6,US,5,2,1,received
298330,9,6,US,5,4,1,received
689108,2,7,US,2,2,1,received
595565,17,7,US,4,2,0,received
740505,16,3,US,2,2,0,received
933114,9,6,FR,4,4,0,received
141357,11,5,ES,6,2,0,received
1207,10,4,ES,6,2,0,received
791881,9,3,US,1,2,1,received
787622,10,1,US,5,2,1,received
583411,1,7,US,2,2,0,received
754571,8,4,ES,3,4,1,received
598050,16,5,US,0,2,1,received
689006,19,6,US,6,2,0,received
213448,8,3,US,1,2,1,opened
352412,4,6,US,1,4,1,opened
547816,2,5,FR,1,2,0,received
244838,9,2,US,3,2,0,received
480254,1,3,UK,10,2,0,opened
711926,6,4,UK,0,4,1,received
245065,4,7,UK,4,2,0,received
774274,13,3,US,12,2,0,clicked
189434,4,5,US,7,2,0,received
116565,9,6,US,4,4,1,received
899316,12,7,UK,2,4,1,received
4327,6,1,US,10,2,1,received
821279,8,6,ES,11,2,1,received
102645,6,3,UK,0,4,1,received
44257,11,3,US,0,2,1,received
677813,7,2,UK,7,2,0,received
623789,15,2,US,3,4,1,received
414250,12,7,FR,3,2,1,received
901108,14,1,US,1,2,0,received
43458,7,5,US,3,4,0,received
604833,13,2,US,2,4,1,received
84952,8,4,US,8,2,0,received
976589,11,4,US,0,2,1,received
825893,10,2,US,3,4,1,received
659169,8,5,US,2,4,1,received
368615,13,7,US,8,2,0,received
479257,18,6,ES,4,4,1,received
690123,11,2,ES,3,2,0,received
188625,6,1,US,1,4,0,received
153196,6,2,UK,5,2,1,received
686318,3,4,US,10,2,0,received
967541,13,3,US,6,4,1,received
500283,20,4,UK,7,4,0,received
617226,7,3,US,0,2,1,received
276054,8,6,US,8,4,1,received
574845,13,2,US,0,2,0,received
956651,5,5,UK,0,2,0,received
174953,7,4,US,0,4,1,received
616137,6,5,FR,3,2,0,received
620434,10,5,US,2,4,1,received
976988,10,7,UK,2,2,1,clicked
729360,12,6,US,1,2,0,received
537467,3,7,UK,0,4,1,received
225235,6,7,UK,0,4,1,received
148397,6,5,US,7,4,1,received
862589,3,4,US,5,4,1,received
47640,7,3,US,11,4,1,received
995140,3,5,US,12,2,1,received
91947,10,7,FR,10,2,1,received
414555,13,1,UK,9,4,1,received
675066,7,1,UK,2,4,1,received
309436,13,5,US,4,2,1,received
371758,8,3,UK,2,4,0,received
356707,6,6,US,1,2,0,received
651073,12,2,US,7,2,1,received
44507,14,7,UK,0,2,1,received
693300,4,5,FR,5,4,0,received
424533,9,4,UK,3,2,1,received
143223,5,6,US,1,2,1,received
789189,20,4,US,4,2,0,received
447812,4,3,US,7,4,1,received
541228,20,2,ES,11,2,0,received
388584,5,2,ES,0,2,1,received
281257,5,1,UK,7,4,0,received
917484,10,3,US,5,4,0,received
127263,2,5,US,4,2,0,received
115891,14,6,ES,0,4,1,received
60256,4,1,UK,10,2,1,received
384152,14,1,US,3,4,1,received
602195,8,3,US,2,2,0,received
956640,8,1,US,5,4,1,received
433911,8,4,US,2,4,0,opened
921304,16,2,US,2,4,0,received
647945,4,6,UK,0,4,1,received
670865,7,2,US,3,2,1,clicked
654766,13,4,US,8,2,1,received
311372,6,2,US,4,2,0,received
353913,10,5,FR,7,2,1,received
45764,8,6,US,11,4,1,received
45500,6,5,ES,6,2,0,received
106897,12,3,FR,2,4,0,received
594067,15,1,ES,6,4,1,opened
140279,9,4,UK,8,4,0,received
335935,14,5,US,5,2,1,received
509711,9,5,US,8,4,1,received
203488,12,7,US,3,2,0,received
192977,8,7,US,1,4,1,received
554696,10,3,UK,0,4,0,received
910278,8,7,US,3,4,1,received
465052,3,3,US,1,2,0,received
215312,10,6,FR,3,2,1,received
565091,10,4,UK,0,2,0,received
427951,3,1,US,6,2,0,received
727088,16,4,US,1,4,0,received
369503,12,2,FR,0,4,1,received
396837,1,7,US,1,2,0,received
897011,8,3,UK,7,2,0,received
104574,12,6,UK,3,4,1,received
186940,2,6,US,1,4,0,received
822757,5,4,US,3,4,1,received
954686,10,7,US,3,2,0,received
95547,13,1,US,9,4,1,received
952910,9,2,UK,6,4,1,received
205497,5,1,US,0,2,1,received
334740,11,7,US,4,4,0,received
473979,5,6,US,7,4,1,received
124886,4,5,US,8,4,1,received
157498,4,2,ES,1,4,1,received
100870,11,4,UK,2,2,1,received
940022,4,3,US,1,4,1,received
131577,18,5,US,1,4,1,received
240769,12,2,UK,2,2,1,received
121287,8,5,ES,5,2,0,received
707365,5,4,FR,3,2,0,opened
415398,14,4,FR,1,2,1,received
539324,10,4,FR,2,2,1,received
306229,5,3,US,6,2,1,received
75145,6,2,US,1,2,0,opened
888688,6,5,UK,8,2,1,received
202159,9,5,US,10,4,0,received
562346,2,4,US,1,2,1,received
23539,5,7,US,0,4,1,received
838584,11,2,FR,1,4,1,received
911236,12,6,US,9,4,0,clicked
892458,9,1,US,2,4,1,opened
685647,1,5,FR,1,4,1,received
116461,3,7,US,9,4,0,received
154551,16,3,ES,3,2,0,received
689476,3,5,UK,1,4,0,received
784439,1,3,US,10,4,1,received
846590,8,5,ES,1,4,1,received
377388,17,5,ES,0,4,0,received
295476,14,2,US,0,4,1,received
43254,6,4,US,5,4,1,received
564323,12,4,US,2,4,1,received
809893,6,5,US,2,2,1,received
901033,13,6,ES,13,2,1,received
762377,9,2,US,2,2,1,received
927736,12,4,UK,4,4,1,received
190323,13,3,US,5,2,1,received
748076,16,5,US,0,4,0,received
195776,6,7,US,5,2,1,opened
325547,16,6,ES,4,4,0,received
517799,9,2,US,4,2,1,received
660431,19,5,US,1,2,1,received
27444,8,5,FR,3,4,1,received
884402,8,6,FR,5,2,0,received
830295,9,6,ES,8,2,1,received
874909,10,3,US,3,2,0,received
411037,18,4,US,10,2,1,opened
730693,7,4,ES,0,4,1,received
80554,1,1,UK,9,2,0,received
406047,15,2,UK,11,4,0,received
309074,9,2,US,1,2,1,received
746341,4,5,US,4,4,1,received
816674,12,2,US,3,4,0,received
817961,10,6,US,4,2,1,received
175852,4,6,ES,0,2,1,received
437167,6,6,US,2,4,1,opened
852737,9,1,UK,3,2,1,received
446604,16,1,US,13,4,0,received
824419,13,2,US,16,2,0,received
910422,11,1,FR,3,2,0,opened
542355,6,7,ES,4,2,1,received
982893,6,4,US,6,2,0,clicked
550428,3,6,US,4,2,1,received
920947,11,2,FR,2,4,0,received
375332,16,1,US,1,2,1,opened
609908,7,5,US,3,4,1,received
616009,7,1,UK,1,2,1,opened
235458,10,1,US,2,2,1,received
923756,9,4,US,8,4,0,received
623258,8,2,UK,0,2,1,received
681748,18,4,FR,2,2,0,received
103733,4,2,US,2,4,1,received
237695,13,2,UK,1,2,0,received
591626,18,5,US,11,4,0,received
58099,7,7,US,2,2,0,received
976924,7,4,US,4,4,0,received
424721,10,3,US,5,2,1,received
683010,12,4,US,3,4,1,received
454163,16,2,US,3,4,1,received
818230,11,1,US,3,4,1,received
691304,6,6,US,2,2,0,received
823111,11,4,UK,5,2,0,opened
28135,20,6,US,4,2,1,received
551034,8,7,US,2,4,1,received
98512,9,3,US,3,4,0,received
202288,8,2,ES,5,4,1,received
595330,7,5,US,3,2,0,received
985697,1,7,US,3,2,1,opened
852575,7,3,US,0,2,1,received
183460,9,1,FR,6,4,1,received
574586,2,4,US,3,4,0,received
963153,17,3,US,0,2,0,received
962189,11,5,US,2,2,1,received
537075,2,5,US,1,2,0,received
363709,14,5,US,8,2,1,received
423357,7,2,UK,13,4,1,received
15263,11,6,US,1,2,1,received
184595,14,3,US,9,4,1,received
19461,6,4,US,3,2,0,received
946301,13,5,UK,3,4,0,received
69061,11,4,FR,7,4,0,received
768423,10,6,US,0,4,1,received
220791,7,6,UK,1,4,1,received
638517,4,3,US,3,2,0,received
834541,9,6,UK,2,4,1,received
176973,9,2,US,0,2,0,opened
617614,5,2,FR,4,2,1,received
288914,13,5,US,9,2,0,received
649844,14,7,FR,3,4,1,received
287734,9,7,US,4,2,1,opened
564741,8,4,FR,1,4,1,received
413994,14,5,UK,5,2,0,received
252955,2,1,FR,4,2,0,received
813817,21,1,US,1,4,1,received
459306,7,5,UK,7,2,1,received
95215,12,4,US,10,2,0,opened
555233,14,6,UK,11,2,1,received
296389,21,6,US,1,2,1,opened
473940,16,5,US,1,2,0,received
754208,9,6,US,13,2,1,received
692835,11,7,UK,6,4,0,received
911744,19,3,US,0,4,1,received
442607,13,5,US,4,4,0,received
429692,2,7,US,0,2,1,received
975179,5,7,US,4,2,1,opened
696832,5,5,US,4,4,1,opened
742743,6,4,US,8,2,0,received
26236,8,7,UK,15,4,1,received
965821,8,2,US,0,4,0,received
562753,20,3,US,2,4,1,received
552284,15,1,FR,7,2,1,received
53178,6,3,US,2,4,0,received
700482,11,6,US,7,2,1,clicked
844019,4,6,US,4,4,1,opened
613694,6,4,UK,2,4,0,received
971558,2,3,US,2,2,0,received
204011,12,1,US,0,4,1,received
663404,5,7,UK,2,2,1,received
960870,10,2,FR,1,4,0,received
336850,10,1,US,7,2,1,opened
59159,10,5,US,4,4,1,received
551331,5,7,US,6,4,0,received
515113,9,4,FR,0,4,1,received
667172,9,1,US,6,4,0,received
36504,15,6,US,1,4,1,opened
353420,8,4,FR,3,4,0,received
385943,7,4,UK,2,4,0,received
815089,10,5,UK,3,2,1,received
276270,9,2,UK,1,2,1,received
248632,9,1,US,1,4,1,opened
504539,6,3,FR,7,2,1,received
795560,10,5,FR,0,4,1,received
703649,6,5,ES,4,2,0,received
166250,8,1,FR,2,4,0,received
855084,8,6,UK,1,2,0,opened
213358,8,1,US,4,4,0,received
726875,8,5,ES,7,2,0,received
342923,8,7,US,7,2,1,received
11496,10,6,UK,5,4,1,opened
874600,1,1,US,3,4,0,received
54735,14,5,US,2,4,1,received
303063,7,6,US,7,4,1,received
461108,13,6,UK,4,4,0,received
813189,6,7,US,2,4,0,received
316195,9,7,US,6,2,0,received
929739,13,4,FR,6,4,0,received
585311,2,1,FR,7,2,0,received
69852,20,7,US,12,2,1,received
793054,14,2,FR,8,2,1,received
98955,7,4,ES,13,4,0,received
285357,4,4,US,2,4,1,opened
40869,8,1,US,4,4,1,received
777187,17,5,US,7,2,0,received
914875,14,5,US,5,4,1,received
93080,10,6,US,8,4,0,received
460594,15,2,UK,7,4,1,received
964446,9,1,UK,5,2,1,received
116714,7,7,ES,0,4,1,received
680246,17,6,US,0,2,0,received
247559,2,2,FR,4,4,0,received
262878,13,5,US,7,2,0,opened
501744,16,2,UK,5,2,0,received
930052,13,1,US,10,2,0,clicked
498482,11,6,UK,4,2,1,received
293345,4,3,US,1,2,0,received
223268,12,5,US,0,4,1,received
678275,5,6,UK,0,2,1,received
907618,2,2,ES,8,4,0,received
707209,12,3,UK,0,4,1,received
68843,4,7,UK,6,4,1,received
530714,14,2,FR,8,2,0,received
978442,10,4,US,4,2,0,clicked
741313,10,4,UK,0,2,1,received
805666,8,7,US,3,2,1,received
41761,13,5,US,4,2,1,received
716184,12,7,US,2,2,0,received
125010,7,7,ES,11,2,0,received
588196,14,1,US,5,4,1,received
339942,5,5,ES,1,4,0,received
148230,11,3,US,5,4,1,received
960893,10,5,UK,1,2,0,received
771677,15,1,US,3,2,1,opened
204673,14,6,US,4,4,1,opened
107211,15,1,UK,5,4,0,received
487859,5,5,US,0,2,1,received
886898,6,2,FR,2,2,1,received
272313,4,1,UK,0,4,1,received
224175,14,5,UK,1,4,1,received
321962,17,2,US,3,4,1,opened
500039,6,7,US,0,2,1,received
759674,2,2,US,0,2,1,received
426159,13,2,ES,2,2,1,opened
20519,8,5,UK,2,4,0,received
224534,13,4,ES,9,2,1,received
701995,2,3,ES,1,2,1,received
207840,10,1,ES,2,4,1,received
17617,10,4,ES,5,2,0,received
33210,5,2,US,8,4,1,received
516838,11,6,US,1,4,0,received
918545,11,3,US,4,2,1,received
308829,6,3,UK,4,2,1,received
624798,4,2,US,3,2,1,opened
870081,14,4,US,6,4,0,received
162177,3,3,US,5,2,1,received
769254,7,1,US,5,2,0,opened
932506,20,7,US,4,4,0,received
278238,9,2,US,15,4,1,received
33334,4,1,US,0,4,0,received
622771,12,6,US,1,4,1,received
925450,8,4,UK,6,4,1,received
575739,2,6,US,7,2,1,opened
408346,18,3,US,3,2,1,opened
21503,11,2,US,9,2,1,received
896716,8,1,FR,1,2,1,received
646305,12,6,US,5,2,0,received
219421,7,4,UK,1,2,0,received
40583,12,2,UK,3,4,0,received
664246,6,1,FR,4,2,0,received
324562,3,5,UK,4,4,0,received
816946,8,1,US,5,2,1,received
291188,3,1,US,1,4,0,received
346269,15,4,UK,2,4,0,received
327119,6,3,ES,3,2,0,received
5479,10,7,US,4,4,1,received
836958,8,6,US,5,2,1,received
980248,6,6,US,7,2,1,opened
1036,14,1,US,7,4,0,received
569859,15,3,US,3,4,0,received
118848,11,3,UK,6,2,1,received
571938,13,6,US,1,2,0,received
800161,5,6,US,5,4,0,received
933934,8,2,UK,11,4,0,received
197507,6,6,UK,8,2,1,opened
981625,13,2,US,1,4,0,received
992608,14,4,FR,3,2,1,received
391918,17,3,US,4,4,1,received
122568,6,5,ES,11,2,1,received
149661,7,7,US,10,4,0,received
214606,12,2,US,10,2,0,received
259726,12,5,US,1,2,1,received
294224,4,2,US,1,4,1,received
712111,16,2,US,2,2,1,received
924118,2,2,US,0,4,1,received
254346,15,5,UK,6,4,0,received
318492,2,5,US,10,2,1,received
452061,12,7,US,0,2,1,received
399271,16,3,US,4,4,0,received
214373,10,2,US,6,4,0,received
984530,14,6,UK,5,4,1,received
621148,14,5,US,2,4,1,received
383194,5,7,US,0,4,1,received
829297,10,7,UK,6,2,1,received
34276,13,3,UK,4,2,1,received
123483,12,4,UK,14,4,0,received
909336,10,6,US,3,4,0,received
282926,11,7,ES,1,4,1,received
820544,4,3,US,4,2,1,received
509732,5,2,ES,0,4,0,received
625908,10,4,US,6,2,1,received
666300,19,5,UK,1,2,1,received
488865,11,1,US,0,4,1,received
555950,4,2,FR,4,2,1,received
647477,8,1,US,9,2,0,received
632262,14,1,US,5,4,1,received
579033,4,7,US,5,4,0,received
931990,1,2,FR,0,4,1,received
282957,6,1,US,2,4,0,received
235843,13,1,ES,6,4,0,received
180829,5,4,US,2,2,1,opened
79231,5,7,FR,6,2,1,received
840800,8,2,US,4,4,1,received
745890,8,3,US,4,2,1,received
752181,17,6,ES,16,2,1,received
852587,12,2,UK,6,4,1,received
959808,7,1,US,0,2,1,received
989224,15,6,ES,19,2,1,received
96064,19,6,UK,3,4,1,received
720113,13,4,US,7,2,1,received
871740,17,3,UK,4,4,0,received
367684,10,2,US,1,4,0,received
344403,5,7,US,3,2,1,received
183843,5,2,US,4,2,0,received
283017,14,6,US,3,2,0,received
759890,8,6,ES,8,4,1,received
623422,9,2,US,2,2,0,opened
51931,2,6,UK,4,2,1,received
460423,3,4,US,4,2,0,received
890263,7,7,US,0,4,1,received
363088,5,3,US,1,4,0,received
963911,15,6,US,2,2,0,received
438966,6,4,US,4,2,0,received
426534,4,2,UK,1,2,1,received
519477,14,1,US,2,4,1,received
408571,11,7,UK,2,4,0,received
600218,2,7,FR,5,4,1,received
905541,4,4,ES,0,2,1,received
963848,9,2,US,1,2,1,opened
476109,15,2,US,3,4,0,received
367131,2,6,US,3,4,0,received
729068,2,1,FR,7,4,1,received
835035,11,5,UK,1,4,1,received
72742,8,6,US,1,2,1,received
802138,6,7,FR,2,4,1,received
714184,19,3,US,1,4,1,clicked
234518,6,7,ES,2,2,1,received
923301,8,5,UK,3,2,0,received
516113,17,3,ES,6,2,1,received
686844,7,4,UK,4,4,0,received
877346,4,7,US,5,2,0,received
741850,16,3,UK,5,4,0,received
551337,11,5,US,5,2,1,received
464469,4,6,ES,2,2,0,received
294196,9,1,UK,8,4,1,received
215453,3,6,ES,0,4,1,received
863455,4,1,US,1,4,1,received
569903,5,5,US,5,2,1,opened
629915,7,6,FR,4,2,1,received
20227,3,2,FR,4,2,1,received
886066,9,2,US,6,4,0,received
93935,11,6,UK,5,2,0,received
805198,17,3,US,0,4,1,received
316581,10,6,ES,0,4,1,received
22013,14,2,US,12,4,0,clicked
716606,9,6,US,5,2,0,received
688931,6,5,US,6,2,1,received
187261,11,3,US,3,4,0,received
66839,20,4,US,4,4,0,received
608273,6,4,US,7,4,1,received
370866,3,4,UK,1,4,1,received
557713,6,7,FR,3,4,0,opened
989713,15,4,US,0,4,0,received
551044,9,7,US,5,2,0,received
461482,2,3,US,4,4,0,received
854594,4,2,US,1,2,1,received
347897,6,3,US,4,2,0,received
754199,8,4,UK,4,2,0,received
39929,16,2,US,0,4,1,received
840173,6,6,UK,5,2,0,received
515187,13,4,UK,2,2,1,received
453240,11,7,UK,1,4,0,received
127269,10,5,US,8,2,0,received
234314,9,3,US,0,4,1,received
594056,2,4,ES,0,4,0,received
946198,6,5,FR,4,4,1,received
329010,8,4,US,0,2,0,received
928906,10,7,US,1,4,0,received
725206,2,4,FR,0,2,0,received
946261,17,2,US,5,4,0,received
859446,15,3,UK,2,2,0,received
579459,7,5,US,4,4,0,received
686347,6,7,US,3,2,1,received
933643,5,6,US,9,2,1,received
969430,2,2,US,4,2,1,received
520325,9,1,FR,9,2,1,received
937594,12,5,FR,3,4,0,received
178728,16,3,FR,5,2,0,received
752849,1,1,UK,12,4,0,received
590403,3,5,US,4,4,1,received
505196,16,5,US,3,2,1,received
894590,10,7,FR,0,4,1,received
762252,10,1,UK,0,2,1,received
196444,3,4,UK,0,2,0,received
551356,8,7,UK,5,2,1,received
545485,10,1,US,9,4,1,received
955068,9,2,US,3,4,1,received
92900,10,7,US,5,2,0,opened
218056,4,5,US,1,2,0,received
176977,21,5,FR,4,4,1,received
626934,10,2,US,0,2,1,opened
285625,11,4,FR,1,4,0,received
866716,7,1,US,6,2,0,received
619366,12,4,FR,1,2,1,received
113900,10,2,US,6,4,1,received
472461,15,5,UK,1,4,0,received
245108,13,2,US,2,4,1,received
747698,10,6,US,2,2,1,received
171029,9,5,US,1,4,0,received
442898,3,5,UK,0,2,1,received
563980,13,3,FR,0,2,0,received
366516,6,2,UK,0,4,1,received
996635,13,5,US,2,4,0,received
367543,11,2,FR,6,4,1,received
658170,10,1,US,5,2,0,received
789614,24,5,US,9,4,0,received
531014,2,7,UK,2,2,0,received
735547,7,3,US,0,4,1,received
683991,5,4,UK,3,2,1,received
536971,10,2,US,0,2,1,opened
302534,12,3,FR,2,2,1,received
238436,8,5,US,6,4,1,received
955087,4,7,FR,1,4,0,received
748975,5,5,US,1,4,0,received
319723,8,2,US,0,4,1,received
444813,14,6,FR,2,2,1,received
560581,19,1,US,10,4,0,received
580097,7,5,FR,6,4,1,received
656878,8,1,US,9,4,1,received
98264,7,5,US,2,2,1,received
241476,6,1,US,6,4,1,received
957934,4,4,US,0,4,1,received
376697,8,3,US,5,4,0,received
300338,7,7,ES,5,4,1,received
630196,2,7,US,1,2,1,received
692663,9,6,US,4,2,1,received
757084,12,4,US,7,4,0,received
303842,10,2,US,2,2,1,received
818247,22,7,US,1,2,1,received
578794,4,1,US,6,2,0,received
389289,10,1,US,1,4,0,opened
796917,13,5,FR,14,2,0,received
472484,12,6,UK,4,2,1,received
133015,6,3,US,1,2,0,received
630963,7,7,US,7,2,0,received
873111,7,2,US,9,2,1,received
42172,7,3,US,8,4,1,received
425244,6,1,US,3,4,0,received
71242,13,5,FR,5,4,1,received
300628,9,6,US,0,2,1,received
224922,10,2,US,0,2,0,received
14358,7,1,UK,1,4,0,received
123120,6,3,US,8,4,1,received
443533,13,6,US,7,2,0,received
157567,1,4,US,1,2,1,received
202034,9,7,FR,0,4,0,received
209856,8,1,US,2,2,0,received
470473,13,1,US,0,2,0,received
188990,13,3,US,2,2,0,opened
948722,3,2,US,4,4,1,received
452649,16,5,US,8,2,1,received
661094,9,3,US,4,4,0,clicked
213959,20,3,US,6,2,0,received
592162,2,6,US,5,4,1,received
897462,14,5,ES,1,4,0,received
206418,5,6,US,3,2,1,received
494175,14,4,UK,11,4,1,opened
344640,5,3,US,4,2,1,received
153730,9,3,US,9,4,1,received
339667,8,2,US,2,2,0,received
672083,9,6,US,1,2,0,received
561117,12,3,US,5,2,1,clicked
728249,8,7,UK,2,4,1,received
446853,6,2,UK,4,4,1,opened
502647,6,1,ES,11,2,1,received
116793,16,4,US,4,4,0,received
761962,16,1,US,6,2,1,opened
619563,11,1,US,9,4,1,received
669003,11,3,ES,4,4,0,received
881664,5,6,ES,7,4,0,received
50864,8,6,FR,8,2,0,opened
236776,4,6,FR,11,2,1,received
559878,8,1,US,2,2,0,received
84309,6,7,US,7,4,1,received
176331,12,5,US,6,4,0,received
245559,14,3,ES,2,2,0,received
204516,12,2,US,4,4,0,received
541447,4,4,FR,2,4,1,received
990462,7,4,US,3,2,0,opened
299732,8,7,US,3,2,0,received
878214,7,2,US,9,2,1,opened
992620,19,6,US,3,2,1,received
766458,15,3,US,0,4,1,received
592529,12,3,US,6,4,1,received
64445,18,3,ES,4,2,0,received
493842,7,5,US,3,2,1,received
855618,3,7,US,9,2,0,received
542027,10,7,US,2,2,1,received
110559,9,1,US,4,4,1,received
486992,7,5,US,3,2,0,received
497947,15,3,UK,3,2,1,received
160567,2,4,US,3,4,1,received
875821,10,5,US,1,4,1,received
56879,16,6,US,2,4,0,received
563031,16,7,FR,4,2,1,received
893009,7,6,US,3,2,1,received
270344,15,1,ES,1,2,0,received
209122,11,3,US,3,2,0,received
220586,2,5,US,4,2,0,received
675082,15,6,US,3,2,1,opened
858255,9,6,ES,3,2,0,received
317544,12,4,US,0,4,1,received
364671,8,3,US,8,2,0,received
413118,8,7,UK,5,4,0,received
472623,6,7,ES,4,2,1,received
69325,3,1,UK,0,2,0,received
95144,6,3,US,3,4,0,received
587882,7,4,US,9,2,0,received
30927,11,7,FR,1,4,1,received
141094,10,7,FR,4,4,0,received
579588,11,2,UK,1,2,0,opened
24441,1,4,ES,6,2,1,received
266968,8,2,ES,4,4,0,received
